,image,pred,lon,lat,anditi_id
14,Long Xuyen City-1158.jpeg,0.9532551,10.412212410672934N,105.41393007181749E,936
32,Cao Lanh City-409.jpeg,0.9521116,10.435189004930317N,105.6660153915082E,951
27,Hiệp Hòa District-1095.jpeg,0.9481881,21.318731746320154N,105.93120460866358E,157
19,Phu Ly City-418.jpeg,0.94661194,20.537024809672765N,105.90130015169234E,110
30,Cao Lanh City-226.jpeg,0.9459709,10.424409270827347N,105.63312968269553E,516
196,Go Cong Town-328.jpeg,0.9443221,10.376524872538408N,106.68133252539432E,602
148,Vĩnh Long-90.jpeg,0.9382711,10.235522737248402N,105.95554391083817E,659
22,Tam Điệp-592.jpeg,0.93765044,20.1547296095525N,105.92109909443417E,895
272,Mỹ Tho-680.jpeg,0.93676364,10.377219273688445N,106.34370720788299E,810
273,Mỹ Tho-529.jpeg,0.93180645,10.366439539585475N,106.35740528297643E,64
34,Hiệp Hòa District-2220.jpeg,0.9297694,21.388800017991827N,106.00931855345885E,132
216,Hiệp Hòa District-2220.jpeg,0.9297694,21.388800017991827N,106.00931855345885E,131
274,Mỹ Tho-411.jpeg,0.92769694,10.358354739008243N,106.36288451301381E,818
269,Hiệp Hòa District-40.jpeg,0.91361684,21.235188807019327N,105.94567015399605E,166
23,Vĩnh Long-315.jpeg,0.9125985,10.251692338402854N,105.97197589206726E,46
37,Vĩnh Long-270.jpeg,0.870976,10.248997404877112N,105.96102123791452E,661
121,Cai Lậy Town-133.jpeg,0.8269587,10.373638837862776N,106.12380066850477E,781
212,Bac Giang City-443.jpeg,0.70360214,21.278004810482507N,106.21118950702068E,105
65,Yên Mỹ District-324.jpeg,0.6826699,20.87474954215463N,106.05945353187091E,259
83,Mỹ Tho-803.jpeg,0.6691934,10.385304074265676N,106.36836374305116E,61
33,Mỹ Tho-803.jpeg,0.6691934,10.385304074265676N,106.36836374305116E,828
63,Phu Ly City-509.jpeg,0.65003014,20.54241467672441N,105.91568994680544E,631
205,Hung Yen City-657.jpeg,0.5747401,20.679901211442633N,106.08064447364077E,274
190,Hung Yen City-657.jpeg,0.5747401,20.679901211442633N,106.08064447364077E,275
113,Trà Vinh City-161.jpeg,0.25476548,9.914929704781805N,106.30166854989055E,726
171,Tây Ninh City-53.jpeg,0.23470254,11.304356104029708N,106.09763946855034E,605
102,Phu Ly City-467.jpeg,0.21705024,20.53971974319859N,105.91856790582808E,644
218,Long Xuyen City-435.jpeg,0.11662286,10.347534006055099N,105.45776520766776E,15
71,Yên Mỹ District-355.jpeg,0.114499226,20.877444475680456N,106.03349174718919E,252
126,Go Cong Town-555.jpeg,0.10874117,10.400779274270102N,106.6758524676256E,54
182,Long Xuyen City-909.jpeg,0.106204234,10.387958008941244N,105.42214915978941E,485
97,Cao Lanh City-343.jpeg,0.10280506,10.432494071404575N,105.60298444961734E,494
92,Tây Ninh City-592.jpeg,0.09096629,11.352864907493174N,106.14711856685626E,983
68,Hung Yen City-589.jpeg,0.08491804,20.671816410865148N,106.06336357394854E,279
112,Cao Lanh City-818.jpeg,0.08425718,10.467528207239239N,105.62216777975802E,17
38,Thanh Liêm District-116.jpeg,0.0832525,20.391156807902036N,105.91032093181974E,377
175,Long Hồ District-986.jpeg,0.07626704,10.194414307161201N,105.94000980922003E,39
95,Trà Vinh City-290.jpeg,0.07362804,9.933794239461996N,106.33997394682622E,733
101,Trà Vinh City-290.jpeg,0.07362804,9.933794239461996N,106.33997394682622E,758
64,Binh Minh Town-970.jpeg,0.07199688,10.085450010004697N,105.84879447493539E,532
117,Hiệp Hòa District-1011.jpeg,0.07197076,21.313341879268485N,105.95145637212903E,151
285,Phu Ly City-510.jpeg,0.06834302,20.54241467672441N,105.91856790582808E,634
223,Trà Vinh City-349.jpeg,0.06666502,9.947268907090702N,106.33176564748287E,575
29,Duy Tiên District-836.jpeg,0.0656246,20.64295311200589N,106.0224039369966E,309
4,Phu Ly City-666.jpeg,0.06386785,20.55319441082771N,105.9329577009412E,642
116,Cai Lậy Town-639.jpeg,0.06286766,10.40867297369744N,106.15120237092184E,85
153,Cai Lậy Town-126.jpeg,0.06188609,10.373638837862776N,106.10461947681281E,597
145,Tây Ninh City-477.jpeg,0.06086099,11.34478010691593N,106.11138366252419E,988
60,Long Hồ District-357.jpeg,0.059697427,10.162075104852295N,105.97834867702704E,569
6,Hiệp Hòa District-874.jpeg,0.058974016,21.305257078690985N,105.96013569932848E,152
42,Cai Lậy Town-418.jpeg,0.058799222,10.392503372542977N,106.17038356261381E,777
110,Tây Ninh City-1205.jpeg,0.05572561,11.393288910379397N,106.13062553408761E,980
172,Long Hồ District-1317.jpeg,0.055577274,10.218668708892883N,105.99751811093057E,557
89,Ninh Bình-252.jpeg,0.055216175,20.241527475479863N,105.95434624853E,417
45,Bến Tre City-120.jpeg,0.05521157,10.211160804291389N,106.37075473338447E,718
114,Phu Ly City-504.jpeg,0.054110777,20.54241467672441N,105.90130015169234E,351
245,Cai Lậy Town-391.jpeg,0.05372234,10.392503372542977N,106.09639896608768E,81
49,Trà Vinh City-224.jpeg,0.053673062,9.923014505359031N,106.30987684923393E,732
160,Long Xuyen City-876.jpeg,0.053349253,10.385263075415502N,105.41666976780813E,919
17,Mỹ Tho-124.jpeg,0.05308206,10.339490204328046N,106.31357144267747E,922
241,Cai Lậy Town-481.jpeg,0.05288162,10.397893239594463N,106.12106049826308E,765
155,Cai Lậy Town-245.jpeg,0.052641924,10.381723638440002N,106.1375015197133E,79
195,Tây Ninh City-102.jpeg,0.052597094,11.309745971081202N,106.10038830734511E,606
78,Tây Ninh City-102.jpeg,0.052597094,11.309745971081202N,106.10038830734511E,987
229,Long Xuyen City-257.jpeg,0.05252913,10.331364404900643N,105.48242247158353E,931
183,Ninh Bình-319.jpeg,0.052337535,20.2469173425315N,105.98019770503211E,863
288,Hung Yen City-527.jpeg,0.052315686,20.663731610287673N,106.0547231241024E,285
266,Hung Yen City-527.jpeg,0.052315686,20.663731610287673N,106.0547231241024E,284
179,Long Xuyen City-139.jpeg,0.052236427,10.320584670797672N,105.48242247158353E,16
125,Mỹ Tho-697.jpeg,0.05174746,10.377219273688445N,106.39028066320061E,839
167,Long Xuyen City-1024.jpeg,0.05151892,10.398737743044219N,105.41393007181749E,480
11,Long Xuyen City-248.jpeg,0.050719894,10.331364404900643N,105.45776520766776E,493
118,Tây Ninh City-75.jpeg,0.050715603,11.307051037555455N,106.09214179096081E,986
191,Cai Lậy Town-709.jpeg,0.050285783,10.414062840748926N,106.15394254116356E,769
46,Cao Lanh City-695.jpeg,0.050014228,10.456748473136265N,105.62216777975802E,940
239,Binh Minh Town-189.jpeg,0.04985887,10.012686804809675N,105.85700517877159E,32
15,Ninh Bình-143.jpeg,0.04985831,20.228052807850748N,106.0003043934227E,866
283,Mỹ Tho-451.jpeg,0.049799953,10.361049672533989N,106.36288451301381E,819
186,Trà Vinh City-262.jpeg,0.049684536,9.92840437241051N,106.33176564748287E,728
111,Tây Ninh City-200.jpeg,0.049514238,11.320525705184194N,106.09763946855034E,965
107,Chau Doc City-569.jpeg,0.049491785,10.67153060729762N,105.0740827731793E,955
103,Long Xuyen City-436.jpeg,0.04928782,10.347534006055099N,105.4605049036584E,929
277,Phu Ly City-511.jpeg,0.048946537,20.54241467672441N,105.92144586485068E,637
91,Tây Ninh City-718.jpeg,0.048944507,11.360949708070418N,106.16636043841969E,613
150,Bến Tre City-778.jpeg,0.048649903,10.265059474806238N,106.3461079641301E,52
127,Tây Ninh City-7.jpeg,0.048477523,11.296271303452464N,106.10588598493464E,992
287,Bến Tre City-537.jpeg,0.048370596,10.24619494012604N,106.36527767355018E,715
105,Bến Tre City-305.jpeg,0.04835656,10.230025338971585N,106.3570620837987E,714
53,Cao Lanh City-979.jpeg,0.047760632,10.481002874867958N,105.6440915856331E,18
39,Phu Ly City-424.jpeg,0.04771768,20.537024809672765N,105.91856790582808E,635
138,Tây Ninh City-198.jpeg,0.04769044,11.320525705184194N,106.09214179096081E,985
146,Tây Ninh City-198.jpeg,0.04769044,11.320525705184194N,106.09214179096081E,990
139,Thái Bình-411.jpeg,0.047684096,20.45272250964619N,106.33207371767911E,449
233,Long Hồ District-1139.jpeg,0.047558833,10.205194041264168N,105.96191773368116E,561
99,Ninh Bình-345.jpeg,0.047200948,20.24961227605732N,105.97158055286475E,873
151,Trà Vinh City-27.jpeg,0.047110938,9.893370236575882N,106.34271004660732E,738
178,Trà Vinh City-27.jpeg,0.047110938,9.893370236575882N,106.34271004660732E,752
18,Go Cong Town-824.jpeg,0.047085825,10.425033676001789N,106.62653194770735E,598
109,Bac Giang City-372.jpeg,0.047060616,21.27261494343084N,106.20251376330387E,1001
144,Vĩnh Long-317.jpeg,0.04704001,10.251692338402854N,105.97745321914361E,671
181,Thái Bình-414.jpeg,0.047006205,20.45272250964619N,106.34070248992211E,100
8,Tây Ninh City-185.jpeg,0.046814203,11.317830771658448N,106.12787669529285E,96
192,Bến Tre City-346.jpeg,0.04677479,10.23272027249733N,106.37897032313595E,695
187,Tây Ninh City-312.jpeg,0.046630885,11.331305439287188N,106.08114643578169E,963
141,Bến Tre City-443.jpeg,0.046338364,10.240805073074556N,106.33515384446149E,690
268,Tây Ninh City-127.jpeg,0.04628605,11.312440904606953N,106.1031371461399E,967
163,Bến Tre City-764.jpeg,0.046010267,10.262364541280496N,106.38444738297022E,713
2,Tây Ninh City-38.jpeg,0.045929145,11.30166117050396N,106.11138366252419E,95
161,Bến Tre City-423.jpeg,0.04591941,10.238110139548812N,106.38718591288739E,696
169,Bến Tre City-423.jpeg,0.04591941,10.238110139548812N,106.38718591288739E,712
278,Bac Giang City-371.jpeg,0.045904163,21.27261494343084N,106.1996218487316E,104
94,Cao Lanh City-788.jpeg,0.04584139,10.464833273713497N,105.62216777975802E,943
200,Trà Vinh City-248.jpeg,0.0455667,9.925709438884772N,106.33176564748287E,746
74,Trà Vinh City-326.jpeg,0.045337364,9.941879040039218N,106.33997394682622E,737
211,Trà Vinh City-326.jpeg,0.045337364,9.941879040039218N,106.33997394682622E,722
108,Trà Vinh City-326.jpeg,0.045337364,9.941879040039218N,106.33997394682622E,577
236,Long Hồ District-1588.jpeg,0.04532746,10.245618044150305N,106.00299509204586E,679
242,Sa Đéc City-173.jpeg,0.0451867,10.286930671362976N,105.76825507652235E,913
136,Go Cong Town-911.jpeg,0.045180872,10.430423543053276N,106.64297212101346E,844
199,Long Hồ District-1382.jpeg,0.04514861,10.224058575944365N,106.00025660148823E,556
69,Vĩnh Long-316.jpeg,0.045106445,10.251692338402854N,105.97471455560544E,670
5,Tây Ninh City-190.jpeg,0.045075614,11.317830771658448N,106.1416208892667E,614
10,Long Xuyen City-779.jpeg,0.045052197,10.377178274838275N,105.43310794375199E,938
224,Cai Lậy Town-1041.jpeg,0.045040466,10.441012176006357N,106.10735964705452E,93
207,Long Xuyen City-693.jpeg,0.044793215,10.371788407786786N,105.38105371992982E,492
90,Cai Lậy Town-591.jpeg,0.044689316,10.405978040171693N,106.11832032802134E,84
26,Sa Đéc City-229.jpeg,0.044688504,10.295015471940204N,105.7572980081781E,906
36,Cai Lậy Town-468.jpeg,0.04464083,10.395198306068721N,106.19504509478917E,780
51,Bac Giang City-484.jpeg,0.044629972,21.280699744008338N,106.21697333616525E,201
210,Tây Ninh City-136.jpeg,0.04455982,11.312440904606953N,106.12787669529285E,979
115,Phu Ly City-429.jpeg,0.044552386,20.537024809672765N,105.9329577009412E,111
120,Trà Vinh City-314.jpeg,0.044510145,9.939184106513476N,106.33997394682622E,576
222,Cao Lanh City-928.jpeg,0.0443941,10.478307941342212N,105.59476302241417E,506
237,Long Xuyen City-879.jpeg,0.044369973,10.385263075415502N,105.42488885578004E,484
80,Mỹ Tho-452.jpeg,0.044360507,10.361049672533989N,106.36562412803248E,821
85,Mỹ Tho-369.jpeg,0.04434755,10.355659805482505N,106.35740528297643E,816
248,Hiệp Hòa District-205.jpeg,0.04434243,21.256748275225995N,105.96881502652796E,171
257,Tây Ninh City-171.jpeg,0.04434169,11.317830771658448N,106.08939295216604E,991
135,Cai Lậy Town-563.jpeg,0.044256803,10.403283106645949N,106.14024168995502E,768
201,Sa Đéc City-194.jpeg,0.044104,10.289625604888718N,105.77373361069444E,910
61,Binh Minh Town-802.jpeg,0.04399536,10.066585475324505N,105.8597420800503E,533
24,Mỹ Tho-528.jpeg,0.043958966,10.366439539585475N,106.35466566795775E,814
173,Long Hồ District-678.jpeg,0.043918893,10.178244706006748N,105.9345328281047E,37
43,Mỹ Tho-487.jpeg,0.043785177,10.363744606059734N,106.35192605293904E,837
164,Long Xuyen City-783.jpeg,0.043766174,10.377178274838275N,105.44406672771456E,486
75,Hiệp Hòa District-2179.jpeg,0.043716,21.386105084465992N,105.97460124466096E,129
44,Long Xuyen City-1001.jpeg,0.04357006,10.396042809518477N,105.4276285517707E,923
249,Ninh Bình-522.jpeg,0.043497518,20.27117174426389N,105.96296340069738E,416
123,Long Hồ District-971.jpeg,0.04348687,10.19171937363546N,106.0112105637188E,570
244,Tây Ninh City-73.jpeg,0.043404806,11.307051037555455N,106.08664411337125E,964
47,Binh Minh Town-200.jpeg,0.043360766,10.012686804809675N,105.88711109283771E,538
185,Tây Ninh City-156.jpeg,0.04332538,11.315135838132703N,106.11963017890854E,981
194,Cai Lậy Town-556.jpeg,0.04317639,10.403283106645949N,106.12106049826308E,83
28,Tây Ninh City-36.jpeg,0.04315902,11.30166117050396N,106.10588598493464E,969
52,Chau Doc City-1169.jpeg,0.043142125,10.714649543709534N,105.11247794207179E,467
180,Long Hồ District-1775.jpeg,0.04298128,10.269872445881987N,106.00299509204586E,554
13,Vĩnh Long-311.jpeg,0.042919356,10.251692338402854N,105.96102123791452E,663
82,Trà Vinh City-363.jpeg,0.04287461,9.949963840616443N,106.32629344792062E,574
168,Bến Tre City-379.jpeg,0.042835068,10.235415206023072N,106.37075473338447E,693
231,Tam Điệp-637.jpeg,0.042795837,20.157424543078324N,105.91248661391052E,893
198,Go Cong Town-168.jpeg,0.042736493,10.360355271383954N,106.67859249650996E,852
215,Trà Vinh City-328.jpeg,0.042710382,9.941879040039218N,106.34544614638844E,727
258,Mỹ Tho-374.jpeg,0.04247518,10.355659805482505N,106.37110335806985E,59
271,Mỹ Tho-374.jpeg,0.04247518,10.355659805482505N,106.37110335806985E,823
143,Tây Ninh City-97.jpeg,0.042475063,11.309745971081202N,106.08664411337125E,989
166,Ninh Bình-518.jpeg,0.042371005,20.27117174426389N,105.95147386447422E,870
7,Cao Lanh City-1164.jpeg,0.04235944,10.49717247602242N,105.58928207094542E,504
157,Tây Ninh City-734.jpeg,0.042355683,11.363644641596165N,106.10038830734511E,966
35,Hung Yen City-107.jpeg,0.042241096,20.62061267387446N,106.08064447364077E,299
55,Phu Ly City-1006.jpeg,0.042115156,20.582838679611783N,105.93007974191856E,344
159,Sa Đéc City-275.jpeg,0.042076364,10.300405338991688N,105.76551580943627E,529
203,Phu Ly City-962.jpeg,0.04185871,20.577448812560128N,105.94734749605432E,345
59,Mỹ Tho-791.jpeg,0.04176598,10.385304074265676N,106.33548836282696E,806
197,Mỹ Hào District-333.jpeg,0.041756656,20.92041134274402N,106.13969402854079E,217
235,Go Cong Town-143.jpeg,0.04172411,10.357660337858213N,106.68133252539432E,57
209,Bac Giang City-351.jpeg,0.041603114,21.27261494343084N,106.14178355728613E,193
152,Chau Doc City-1107.jpeg,0.04150093,10.7065647431323N,105.10699291794428E,957
217,Long Hồ District-1013.jpeg,0.04147342,10.194414307161201N,106.01394905427645E,684
208,Long Xuyen City-852.jpeg,0.041462272,10.382568141889761N,105.44406672771456E,935
221,Long Xuyen City-852.jpeg,0.041462272,10.382568141889761N,105.44406672771456E,927
189,Tây Ninh City-476.jpeg,0.041408293,11.34478010691593N,106.10863482372945E,617
193,Vĩnh Long-435.jpeg,0.041205492,10.259777138980082N,105.94732792022363E,656
165,Sa Đéc City-231.jpeg,0.041122336,10.295015471940204N,105.76277654235021E,914
206,Sa Đéc City-231.jpeg,0.041122336,10.295015471940204N,105.76277654235021E,908
230,Mỹ Tho-413.jpeg,0.040993046,10.358354739008243N,106.36836374305116E,581
9,Vĩnh Long-534.jpeg,0.04091425,10.267861939557308N,105.90898663068909E,649
147,Hiệp Hòa District-89.jpeg,0.04085176,21.240578674070996N,105.97170813559445E,168
131,Long Hồ District-1866.jpeg,0.040839262,10.277957246459216N,105.95370226200825E,546
220,Trà Vinh City-452.jpeg,0.0407702,9.960743574719407N,106.34544614638844E,734
162,Long Hồ District-1313.jpeg,0.040740896,10.218668708892883N,105.9865641487E,558
137,Bến Tre City-536.jpeg,0.040723417,10.24619494012604N,106.36253914363303E,699
48,Bến Tre City-419.jpeg,0.040688418,10.238110139548812N,106.37623179321878E,694
158,Long Hồ District-1496.jpeg,0.0406396,10.234838310047335N,105.93727131866235E,543
238,Bến Tre City-420.jpeg,0.040574864,10.238110139548812N,106.37897032313595E,719
243,Bến Tre City-420.jpeg,0.040574864,10.238110139548812N,106.37897032313595E,708
214,Bến Tre City-828.jpeg,0.040570594,10.270449341857724N,106.35980061371586E,579
176,Go Cong Town-161.jpeg,0.040392783,10.360355271383954N,106.65941229431952E,846
106,Trà Vinh City-676.jpeg,0.04026621,9.984997976451076N,106.31261294901503E,741
81,Long Hồ District-1995.jpeg,0.040161535,10.286042047036446N,105.99204112981529E,548
72,Hung Yen City-324.jpeg,0.040028907,20.639477208555242N,106.0604834239998E,295
87,Vĩnh Long-37.jpeg,0.03987213,10.230132870196918N,105.95554391083817E,658
119,Tây Ninh City-91.jpeg,0.03977421,11.307051037555455N,106.13612321167716E,982
98,Sa Đéc City-251.jpeg,0.039694432,10.297710405465946N,105.7572980081781E,527
1,Cao Lanh City-268.jpeg,0.039651785,10.427104204353089N,105.63312968269553E,517
77,Thái Bình-203.jpeg,0.03964654,20.436552908491254N,106.31481617319312E,430
12,Thanh Liêm District-804.jpeg,0.03964338,20.445055478418503N,105.9247015005563E,391
254,Sa Đéc City-99.jpeg,0.03952489,10.278845870785746N,105.73538387148966E,530
50,Cai Lậy Town-349.jpeg,0.039513834,10.389808439017235N,106.09365879584597E,759
96,Phu Ly City-381.jpeg,0.03949086,20.534329876146938N,105.91856790582808E,352
219,Trà Vinh City-306.jpeg,0.039418843,9.936489172987736N,106.35091834595066E,743
255,Hung Yen City-529.jpeg,0.03937521,20.663731610287673N,106.0604834239998E,283
130,Go Cong Town-925.jpeg,0.03928791,10.430423543053276N,106.68133252539432E,601
234,Mỹ Tho-499.jpeg,0.039098635,10.363744606059734N,106.38480143316325E,60
170,Sa Đéc City-254.jpeg,0.038891703,10.297710405465946N,105.76551580943627E,916
122,Long Xuyen City-880.jpeg,0.038878348,10.385263075415502N,105.4276285517707E,483
124,Phu Ly City-604.jpeg,0.038796857,20.547804543776063N,105.96749320921272E,359
56,Bến Tre City-410.jpeg,0.03865109,10.238110139548812N,106.35158502396443E,707
128,Hoa Lư District-1012.jpeg,0.038616367,20.292314447720084N,105.96219762730111E,415
240,Trà Vinh City-209.jpeg,0.0385191,9.92031957183329N,106.32355734813949E,578
134,Bến Tre City-385.jpeg,0.038435433,10.235415206023072N,106.38718591288739E,697
84,Long Xuyen City-969.jpeg,0.038245197,10.39334787599273N,105.41940946379876E,921
140,Thanh Liêm District-373.jpeg,0.038190357,20.418106143160266N,105.90744481807246E,379
25,Ninh Bình-134.jpeg,0.03809306,20.228052807850748N,105.97445293692057E,880
0,Duy Tiên District-873.jpeg,0.038080648,20.645648045531708N,105.98496901214044E,619
133,Long Hồ District-1646.jpeg,0.0380626,10.259092711779019N,105.99751811093057E,682
188,Vĩnh Long-234.jpeg,0.038030468,10.24630247135137N,105.9692372285291E,666
54,Thái Bình-209.jpeg,0.03802491,20.436552908491254N,106.33207371767911E,435
174,Thái Bình-209.jpeg,0.03802491,20.436552908491254N,106.33207371767911E,434
247,Trà Vinh City-249.jpeg,0.037823282,9.925709438884772N,106.33450174726396E,750
40,Long Xuyen City-816.jpeg,0.03775043,10.37987320836402N,105.4413270317239E,926
279,Thái Bình-383.jpeg,0.037636872,20.450027576120366N,106.34357874733641E,442
276,Thái Bình-383.jpeg,0.037636872,20.450027576120366N,106.34357874733641E,99
232,Ninh Bình-371.jpeg,0.03755622,20.252307209583137N,105.96583578475317E,869
228,Go Cong Town-712.jpeg,0.03747419,10.416948875424564N,106.62379191882302E,842
58,Mỹ Tho-160.jpeg,0.037447937,10.34218513785379N,106.31631105769615E,830
250,Thanh Liêm District-899.jpeg,0.037271265,20.450445345470147N,105.91894927306168E,392
226,Mỹ Tho-333.jpeg,0.037065234,10.35296487195676N,106.36836374305116E,822
204,Chau Doc City-1019.jpeg,0.03692341,10.698479942555064N,105.14538808683676E,474
260,Mỹ Tho-406.jpeg,0.036878474,10.358354739008243N,106.34918643792035E,833
41,Hung Yen City-398.jpeg,0.036821708,20.64756200913272N,106.05184297415371E,288
66,Hung Yen City-398.jpeg,0.036821708,20.64756200913272N,106.05184297415371E,287
263,Mỹ Tho-307.jpeg,0.036641344,10.350269938431014N,106.40945796833137E,840
21,Long Xuyen City-884.jpeg,0.036508035,10.385263075415502N,105.43858733573327E,925
154,Mỹ Tho-450.jpeg,0.036485486,10.361049672533989N,106.3601448979951E,63
202,Ninh Bình-427.jpeg,0.03639874,20.257697076634788N,105.98019770503211E,868
213,Tây Ninh City-221.jpeg,0.03633198,11.323220638709945N,106.07839759698692E,607
88,Phu Ly City-1007.jpeg,0.036268964,20.582838679611783N,105.9329577009412E,343
265,Cai Lậy Town-728.jpeg,0.03617258,10.416757774274666N,106.12380066850477E,596
104,Mỹ Hào District-380.jpeg,0.035886984,20.925801209795672N,106.09064516226894E,233
177,Long Hồ District-1421.jpeg,0.03577638,10.229448442995853N,105.92084037531647E,542
156,Trà Vinh City-553.jpeg,0.035705116,9.971523308822372N,106.35365444573176E,51
132,Trà Vinh City-553.jpeg,0.035705116,9.971523308822372N,106.35365444573176E,754
142,Trà Vinh City-553.jpeg,0.035705116,9.971523308822372N,106.35365444573176E,755
31,Mỹ Hào District-349.jpeg,0.035236366,20.92310627626985N,106.09353038969671E,231
57,Mỹ Hào District-349.jpeg,0.035236366,20.92310627626985N,106.09353038969671E,232
129,Trà Vinh City-195.jpeg,0.03483129,9.917624638307553N,106.33997394682622E,757
227,Long Hồ District-1405.jpeg,0.03451086,10.22675350947011N,105.97834867702704E,560
280,Chau Doc City-884.jpeg,0.034492005,10.69039514197783N,105.09876538175307E,463
261,Long Hồ District-1886.jpeg,0.034463953,10.277957246459216N,106.00847207316117E,553
93,Vĩnh Long-433.jpeg,0.034172513,10.259777138980082N,105.9418505931473E,654
267,Go Cong Town-360.jpeg,0.033968855,10.379219806064155N,106.69777269870038E,855
225,Trà Vinh City-302.jpeg,0.033787094,9.936489172987736N,106.33997394682622E,753
282,Hiệp Hòa District-1986.jpeg,0.033766538,21.36993548331099N,105.9225252814641E,142
284,Phu Ly City-505.jpeg,0.03313755,20.54241467672441N,105.90417811071494E,350
62,Go Cong Town-97.jpeg,0.033083886,10.352270470806722N,106.67859249650996E,58
184,Hiệp Hòa District-777.jpeg,0.032026906,21.299867211639317N,105.93699082679657E,155
259,Duy Tiên District-241.jpeg,0.03140067,20.60522404264433N,105.93313603926266E,330
262,Duy Tiên District-241.jpeg,0.03140067,20.60522404264433N,105.93313603926266E,331
264,Duy Tiên District-241.jpeg,0.03140067,20.60522404264433N,105.93313603926266E,332
20,Binh Minh Town-30.jpeg,0.030913673,9.993822270129487N,105.87342658644403E,537
286,Thái Bình-193.jpeg,0.03022774,20.433857974965427N,106.38384635113702E,461
79,Tây Ninh City-737.jpeg,0.030196764,11.363644641596165N,106.10863482372945E,972
76,Sa Đéc City-271.jpeg,0.030082427,10.300405338991688N,105.75455874109204E,526
86,Go Cong Town-250.jpeg,0.029187815,10.368440071961182N,106.67859249650996E,856
67,Binh Minh Town-783.jpeg,0.028582886,10.066585475324505N,105.80774095575431E,24
270,Phu Ly City-1014.jpeg,0.028077848,20.582838679611783N,105.9531034140996E,620
281,Mỹ Tho-320.jpeg,0.027926104,10.35296487195676N,106.33274874780828E,585
3,Mỹ Tho-320.jpeg,0.027926104,10.35296487195676N,106.33274874780828E,815
256,Trà Vinh City-630.jpeg,0.027739804,9.979608109399596N,106.33176564748287E,723
73,Hiệp Hòa District-618.jpeg,0.02705408,21.28908747753599N,105.9283114995971E,162
70,Hiệp Hòa District-1651.jpeg,0.026819743,21.34837601510432N,105.963028808395E,994
16,Hiệp Hòa District-364.jpeg,0.026184795,21.270222942855153N,106.00642544439235E,175
252,Cao Lanh City-758.jpeg,0.025612999,10.462138340187751N,105.62216777975802E,511
275,Go Cong Town-609.jpeg,0.024818419,10.406169141321588N,106.67037240985691E,56
246,Sa Đéc City-188.jpeg,0.022582097,10.289625604888718N,105.7572980081781E,904
149,Bến Tre City-693.jpeg,0.021161975,10.256974674229012N,106.36801620346733E,701
253,Bac Giang City-316.jpeg,0.019493844,21.267225076379173N,106.2227571653098E,203
251,Thanh Liêm District-375.jpeg,0.016299648,20.418106143160266N,105.91319704556706E,375
100,Go Cong Town-361.jpeg,0.010170349,10.379219806064155N,106.70051272758474E,603
